GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;MIGALHA;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOLTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;CAMPO_DERIVADO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Grupo de Despesa;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Grupo Despesa - Código / Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;"Código do grupo de natureza econômica da despesa: 1-Pessoal e Encargos Sociais; 2-Juros e Encargos da Divida; 3-Outras Despesas Correntes; 4-Investimentos;5-Inversões Financeiras;6-Amortização da Divida;9-Reserva de Contingência + Descrição do grupo de natureza econômica da despesa: Pessoal e Encargos Sociais; Juros e Encargos da Divida; Outras Despesas Correntes; Investimentos; Inversões Financeiras; Amortização da Divida; Reserva de Contingência"
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Elemento de Despesa;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Elemento Despesa - Código / Elemento Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Código identificador do elemento de gasto da despesa (1 a 99) + Descrição do elemento de gasto da despesa
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Item de Despesa;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Item Despesa - Código / Item Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Código identificador do item de despesa (1 a 99) + Descrição do desdobramento suplementar facultativo dos elementos da despesa
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Modalidade de Aplicação;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Modalidade de Aplicação - Código / Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;Classificação da natureza da despesa que traduz a forma como os recursos serão aplicados pelos órgãos/entidades, podendo ser diretamente pelos mesmos ou sob a forma de transferência a outras entidades públicas ou privadas que se encarregarão da execução das ações (2 dígitos) / Classificação da natureuza da despesa que traduz a forma como os recursos serão aplicados pelos órgãos/entidades, podendo ser diretamente pelos mesmos ou sob a forma de transferências a outras entidades públicas ou privadas que se encarregarão da execução das ações.
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Fonte de Recurso;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Fonte Recurso - Código / Fonte Recurso - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Código da fonte de recurso origem da receita orçamentária + Descrição da fonte de recurso origem da receita orçamentária
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Classificação;Identificador de procedência e uso;Página Inicial / Por Projeto / Empenho /Classificação Orçamentária;não;não;não;;-;sim;armazém SIAFI;Procedência - Código / Procedência - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;Descrição do desdobramento suplementar facultativo dos elementos da despesa
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Ano de exercício;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Ano de exercício;Período Contábil ;Ano de exercício do Orçamento Fiscal (Formato AAAA)
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Tipo de Empenho;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Tipo Empenho - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;"Descrição do tipo do empenho: Ordinário; Estimativo; Global; Extra-orçamentário"
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Número do empenho;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Número do documento de empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Data do registro;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;Data completa de registro do documento de empenho (Formato DD/MM/AAAA)
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Razão Social Credor ;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;sim;armazém SIAFI;CNPJ_CPF credor númerico / Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Código de CNPJ ou CPF do credor + Razão social do credor
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Valor Inicial despesa empenhada ;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Valor Inicial Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor inicial, em reais, do empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Valor Atual do Empenho;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;-;não;armazém SIAFI;Valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;"Descrição da categoria econômica da despesa: Despesas Correntes; Despesas de Capital"
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Empenho;Descrição Histórico do Empenho;Página Inicial / Por Projeto / Empenho / Detalhamento Empenho;não;não;não;;Campo não localizado no Armazém. Atualmente a carga é realizada manual, por meio dos dados disponibilizados pela SEF;não;armazém SIAFI;NÃO LOCALIZADO - Descrição do Empenho;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Reforço;Número do documento;Página Inicial / Por Projeto / Empenho / Empenho / Reforço;não;não;não;;-;não;armazém SIAFI;NÃO LOCALIZADO - Número documento do Reforço;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Reforço;Data do registro;Página Inicial / Por Projeto / Empenho / Empenho / Reforço;não;não;não;;-;não;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Data completa do registro de reforço/anulação do empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Reforço;Valor;Página Inicial / Por Projeto / Empenho / Empenho / Reforço;não;não;não;;-;não;armazém SIAFI;Valor Reforço Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor, em reais, de acréscimo ao valor inicial do empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Anulação;Número do documento;Página Inicial / Por Projeto / Empenho / Empenho / Anulação;não;não;não;;-;não;armazém SIAFI;NÃO LOCALIZADO - Número documento da anulação;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Anulação;Data do registro;Página Inicial / Por Projeto / Empenho / Empenho / Anulação;não;não;não;;-;não;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;Data completa do registro de reforço/anulação do empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Anulação;Valor;Página Inicial / Por Projeto / Empenho / Empenho / Anulação;não;não;não;;-;não;armazém SIAFI;Valor Anulação Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor, em reais, da anulação de parte ou de todo o valor do empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Inscrição em Restos a Pagar;Data de Registro;Página Inicial / Por Projeto / Empenho / Empenho / Inscrição em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Inscrição em Restos a Pagar;Tipo de Inscrição;Página Inicial / Por Projeto / Empenho / Empenho / Inscrição em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Inscrição em Restos a Pagar;Valor Inscrito;Página Inicial / Por Projeto / Empenho / Empenho / Inscrição em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação;Número do documento;Página Inicial / Por Projeto / Liquidação / Detalhamento da Liquidação;não;não;não;;-;não;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Número sequencial da liquidação em cada empenho
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação;Data Registro;Página Inicial / Por Projeto / Liquidação / Detalhamento da Liquidação;não;não;não;;-;não;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;Data completa de registro do documento de liquidação (Formato DD/MM/AAAA)
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação;CNPJ/CPF e Descrição do Favorecido;Página Inicial / Por Projeto / Liquidação / Detalhamento da Liquidação;não;não;não;;-;não;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Código de CNPJ ou CPF do credor + Razão social do credor
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação;Valor Liquidado;Página Inicial / Por Projeto / Liquidação / Detalhamento da Liquidação;não;não;não;;-;não;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor total da despesa liquiada, em reais, resultante da expresão: (Valor liquidado bruto - Valor anulado de saldo liquidado) + Valor apropriado da despesa - Valor anulado de retenção - Valor anulado de multa - Valor anulado da despesa orçamentária
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação em Restos a Pagar;Data de Registro;Página Inicial / Por Projeto / Liquidação /  Liquidação em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação em Restos a Pagar;Nº do documento;Página Inicial / Por Projeto / Liquidação /  Liquidação em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação em Restos a Pagar;CNPJ/CPF e Descrição do Favorecido;Página Inicial / Por Projeto / Liquidação /  Liquidação em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Liquidação em Restos a Pagar;Valor Liquidado RP;Página Inicial / Por Projeto / Liquidação /  Liquidação em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento;Número do documento;Página Inicial / Por Projeto / Pagamento/  Detalhamento do Pagamento;não;não;não;;-;não;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Número do documento de ordem de pagamento
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento;Data Registro do Pagamento;Página Inicial / Por Projeto / Pagamento/  Detalhamento do Pagamento;não;não;não;;-;não;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Data Registro de Ordem de Pagamento (Formato DD/MM/AAAA)
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento;Situação da Ordem de Pagamento;Página Inicial / Por Projeto / Pagamento/  Detalhamento do Pagamento;não;não;não;;-;não;armazém SIAFI;Situação da Ordem de Pagamento - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;Situação da ordem de pagamento: PENDENTE PARA BANCO, CANCELADA, TRANSMITIDA AO BANCO - PENDENTE CONFIRMAÇÃO, ACATADA PELO BANCO / QUITADA, ANULADA PARCIALMENTE SEM CANCELAMENTO DE IRPF
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento;CNPJ/CPF e Descrição do Favorecido;Página Inicial / Por Projeto / Pagamento/  Detalhamento do Pagamento;não;não;não;;-;não;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;Código de CNPJ ou CPF do credor + Razão social do credor
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento;Valor Pago;Página Inicial / Por Projeto / Pagamento/  Detalhamento do Pagamento;não;não;não;;-;não;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;Valor referente aos pagamentos efetuados atravpes de movimentárias bancárias, escriturais e apropriação contábil da despesa
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento em Restos a Pagar;Data de Registro do Pagamento;Página Inicial / Por Projeto / Liquidação /  Valor Pago em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento em Restos a Pagar;Nº do documento;Página Inicial / Por Projeto / Liquidação /  Valor Pago em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento em Restos a Pagar;Situação da Ordem de Pagamento;Página Inicial / Por Projeto / Liquidação /  Valor Pago em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento em Restos a Pagar;CNPJ/CPF e Descrição do Favorecido;Página Inicial / Por Projeto / Liquidação /  Valor Pago em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Pagamento em Restos a Pagar;Valor Pago em RP;Página Inicial / Por Projeto / Liquidação /  Valor Pago em Restos a Pagar;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Número do processo de Compra;Página Inicial / Por Projeto / Outras informações/  Dados do Processo de Compra;não;sim;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Data de Cadastramento do Processo;Página Inicial / Por Projeto / Outras informações/  Dados do Processo de Compra;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Procedimento de Contratação;Página Inicial / Por Projeto / Outras informações/  Dados do Processo de Compra;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Situação do Processo;Página Inicial / Por Projeto / Outras informações/  Dados do Processo de Compra;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Objeto do Processo;Página Inicial / Por Projeto / Outras informações/  Dados do Processo de Compra;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Número do Contrato;Página Inicial / Por Projeto / Outras informações/  Dados do Contrato;não;sim;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Data de Publicação;Página Inicial / Por Projeto / Outras informações/  Dados do Contrato;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Situação do Contrato;Página Inicial / Por Projeto / Outras informações/  Dados do Contrato;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Vigência Atualizada;Página Inicial / Por Projeto / Outras informações/  Dados do Contrato;não;não;não;;;;;;;
Eventos Extraordinários;acordo judicial de reparação da vale;Formulário de Detalhamento;Outras Informações;Objeto do Contrato;Página Inicial / Por Projeto / Outras informações/  Dados do Contrato;não;não;não;;;;;;;
