GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;MIGALHA;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOLTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;CAMPO_DERIVADO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Modalidade de Aplicação;Alteração Orçamentária / Órgão / Ação;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;-;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Indicador de Ação Governamental;Alteração Orçamentária / Órgão / Ação;não;não;sim;O Indicador de Ação Governamental (IGA) indica o tipo de acompanhamento que é feito da ação: geral ou intensivo;-;;armazém SIAFI;Indicador Orçamento - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Fonte de Recurso;Alteração Orçamentária / Órgão / Ação;não;não;sim;Indica a origem do dinheiro arrecadado. Combina a origem do dinheiro às despesas orçamentárias. Esta vinculação visa demonstrar o montante de dinheiro que já está comprometido com o atendimento de determinadas finalidades, e aquele que pode ser livremente alocado.;-;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Indicador de Procedência e Uso;Alteração Orçamentária / Órgão / Ação;não;não;sim;Identifica a origem e a utilização dos recursos. Ex.: se os recursos são para livre utilização, se foram transferidos de outra unidade orçamentária, se são para contrapartida a convênios, etc.;-;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Data do Decreto;Alteração Orçamentária / Órgão / Ação / Crédito;não;não;não;;-;;armazém SIAFI;Data Registro Doc AlterOrçam;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Decreto - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Básica;;Número do Decreto de Alteração;Alteração Orçamentária / Órgão / Ação / Crédito;não;sim;não;;-;;armazém SIAFI;Decreto Alteração Orçamentária;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Dados da Alteração Orçamentária;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Ano;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;;armazém SIAFI;Ano de exercício;Período Contábil ;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Unidade Orçamentária;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Unidade Orçamentária - nome + Unidade Orçamentária - código;Unidade Orçamentária;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Data de Registro;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Data Registro Doc AlterOrçam;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Decreto de Alteração;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;Decreto Alteração Orçamentária;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Crédito Adicional Descrição;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;Crédito Adicional - Descrição;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Valor Remanejado Suplementação;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;;;;;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Função;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Função - Descrição + Função - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Subfunção;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Subfunção - Descrição + Subfunção - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Programa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Programa - Descrição + Programa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Ação;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Projeto Atividade - Descrição + Projeto Atividade  - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Categoria da Despesa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Categoria Econ Desp Destino - Descrição +;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Natureza da Despesa de Destino;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Grupo de Despesa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Grupo Despesa - Descrição + Grupo Despesa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Modalidade de Aplicação;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Modalidade de Aplicação - Descrição + Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Indicador de Ação Governamental;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Fonte de Recurso;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Fonte de Recurso - Descrição + Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Suplementação de Crédito;Indicador de Procedência e Uso;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Procedência - Descrição + Procedência - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Ano;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;;armazém SIAFI;Ano de exercício;Período Contábil ;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Unidade Orçamentária;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Unidade Orçamentária - nome + Unidade Orçamentária - código;Unidade Orçamentária;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Função;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Função - Descrição + Função - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Subfunção;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Subfunção - Descrição + Subfunção - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Programa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Programa - Descrição + Programa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Ação;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;-;sim;armazém SIAFI;Projeto Atividade - Descrição + Projeto Atividade  - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Categoria da Despesa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Categoria Econ Desp Destino - Descrição +;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Grupo de Despesa;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Grupo Despesa - Descrição + Grupo Despesa - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Modalidade de Aplicação;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Modalidade de Aplicação - Descrição + Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Indicador de Ação Governamental;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Fonte de Recurso;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Fonte de Recurso - Descrição + Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Indicador de Procedência e Uso;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;sim;armazém SIAFI;Procedência - Descrição + Procedência - Código;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Data de Registro;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;Data Registro Doc AlterOrçam;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Decreto de Alteração;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;Decreto Alteração Orçamentária;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Crédito Adicional Descrição;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;Crédito Adicional - Descrição;;
Planejamento e Resultados;Alteração Orçamentária;Formulário de Detalhamento;Anulação;Valor Anulação de Crédito;Alteração Orçamentária / Órgão / Ação / Crédito / Número do Decreto de Alteralçao;não;não;não;;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Ano;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Ano de exercício;Período Contábil ;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Órgão;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Função;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Subfunção;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Programa;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Ação;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;-;;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Grupo;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Modalidade de Aplicação;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Indicador de Ação Governamental;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Fonte de Recurso;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Indicador de Procedência e Uso;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Checkbox;Categoria da Despesa;Alteração Orçamentária / Pesquisa Avançada;sim;não;não;;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Órgão;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Nome da unidade orçamentária que planejou a despesa;;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Função;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Áreas de atuação do setor público nas quais são gastos os recursos, tais como saúde, educação, administração, transportes, etc.;;;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Subfunção;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Identifica a natureza básica das ações que se aglutinam em torno das funções.;;;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Programa;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Conjunto de ações para atender um problema ou demanda da sociedade.;;;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de Trabalho - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Ação;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Conjunto de operações das quais resulta a entrega de um produto (bem, serviço ou transferência financeira) que contribui para atender ao objetivo de um programa.;-;;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> Programa de trabalho  - Alteração;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Grupo;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Classificação da despesa que agrega elementos de despesa quanto ao objeto do gasto (pessoal, juros, amortização da dívida, investimentos, etc.).;;;armazém SIAFI;Grupo Despesa - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Modalidade de Aplicação;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Indica se os recursos são aplicados diretamente por órgãos ou entidades no âmbito da mesma esfera de Governo ou por outro ente da Federação.;;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Indicador de Ação Governamental;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;O Indicador de Ação Governamental (IGA) indica o tipo de acompanhamento que é feito da ação: geral ou intensivo;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Fonte de Recurso;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Indica a origem do dinheiro arrecadado. Combina a origem do dinheiro às despesas orçamentárias. Esta vinculação visa demonstrar o montante de dinheiro que já está comprometido com o atendimento de determinadas finalidades, e aquele que pode ser livremente alocado.;;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Indicador de Procedência e Uso;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Identifica a origem e a utilização dos recursos. Ex.: se os recursos são para livre utilização, se foram transferidos de outra unidade orçamentária, se são para contrapartida a convênios, etc.;;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Alteração Orçamentária >> GMIFP;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Categoria Econômica;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Classificação da despesa quanto ao impacto econômico que ela gera, podendo ser corrente (funcionamento dos órgãos, pagamentos dos servidores, etc) ou de capital (obras, equipamentos, etc).;;;armazém SIAFI;;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Crédito Suplementar;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Valor monetário suplementado ao orçamento, destinado ao reforço de dotação já existente na Lei Orçamentária anual;;;armazém SIAFI;Valor Suplementação;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Crédito Extraordinário;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Valor monetário suplementado ao orçamento, destinado ao atendimento de despesas urgentes e imprevisíveis, como em caso de guerra, comoção interna ou calamidade pública;;;armazém SIAFI;Valor Crédito Extraordinário;;
Planejamento e Resultados;Alteração Orçamentária;Pesquisa Avançada;Tabela de Resultado;Crédito Especial;Alteração Orçamentária / Pesquisa Avançada;não;não;sim;Valor monetário suplementado ao orçamento, destinado a despesas para as quais não haja dotação orçamentária específica na Lei Orçamentária Anual;;;armazém SIAFI;Valor crédito Especial;;
