GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;MIGALHA;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOLTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;CAMPO_DERIVADO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS
Pessoal;diárias;Pesquisa Básica;Órgão;Número Documento;;não;sim;sim;Número de identificação do Documento;-;;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Pesquisa Básica;Órgão;Valor pago;;não;sim;sim;Valor referente aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão ao banco e/ou sujeito a compensação bancária.;-;;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Órgão;Data de Registro;;não;não;sim;Data de registro da ordem de pagamento;-;;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Pesquisa Básica;Órgão;Número da Ordem de Pagamento;;não;sim;sim;Número de identificação do documento da ordem de pagamento.;-;;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Favorecido;;não;sim;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;CNPJ/CPF;;não;sim;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Órgão;;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor empenhado;;não;sim;sim;Valor do orçamento reservado para fazer face a compromisso formalmente assumido com fornecedor ou credor.;-;;armazém SIAFI;valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Número do Empenho;;não;sim;sim;Número de identificação do documento de empenho.;-;;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Data de Registro;;não;não;sim;Data de registro do documento de empenho;-;;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor liquidado;;não;sim;sim;Valor que o fornecedor ou credor tem direito a receber referente a produto ou serviço devidamente entregue.;-;;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Data de Registro;;não;não;sim;Data de registro do documento de liquidação;-;;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Número Documento;;não;sim;sim;Número de identificação do Documento;-;;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Valor pago;;não;sim;sim;Valor referente aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão ao banco e/ou sujeito a compensação bancária.;-;;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Data de Registro;;não;não;sim;Data de registro da ordem de pagamento;-;;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por CNPJ/CPF;Número da Ordem de Pagamento;;não;sim;sim;Número de identificação do documento da ordem de pagamento.;-;;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Favorecido;;não;sim;sim;Quem recebeu recursos públicos estaduais pela prestação de serviço ou entrega do produto. Ex: prefeituras, servidores, empresas, entidades do terceiro setor, etc.;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;CNPJ/CPF;;não;sim;sim;Número de identificação. Pessoa Jurídica (CNPJ) e Pessoa física (CPF).;-;;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Órgão;;não;não;sim;Nome da unidade orçamentária que executou a despesa.;-;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Valor empenhado;;não;sim;sim;Valor do orçamento reservado para fazer face a compromisso formalmente assumido com fornecedor ou credor.;-;;armazém SIAFI;valor despesa empenhada;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Número do Empenho;;não;sim;sim;Número de identificação do documento de empenho.;-;;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Data de Registro;;não;não;sim;Data de registro do documento de empenho;-;;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Valor liquidado;;não;sim;sim;Valor que o fornecedor ou credor tem direito a receber referente a produto ou serviço devidamente entregue.;-;;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Data de Registro;;não;não;sim;Data de registro do documento de liquidação;-;;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Número Documento;;não;sim;sim;Número de identificação do Documento;-;;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Valor pago;;não;sim;sim;Valor referente aos pagamentos efetuados através de movimentações bancárias, escriturais e apropriação contábil da despesa. O efetivo pagamento pode estar pendente de transmissão ao banco e/ou sujeito a compensação bancária.;-;;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Data de Registro;;não;não;sim;Data de registro da ordem de pagamento;-;;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Pesquisa Básica;Favorecido por nome;Número da Ordem de Pagamento;;não;sim;sim;Número de identificação do documento da ordem de pagamento.;-;;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Ano de exercício;;não;não;não;;-;;armazém SIAFI;Ano de exercício;Período Contábil ;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Nº do empenho;;não;não;não;;-;;armazém SIAFI;Número Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Data do registro;;não;não;não;;-;;armazém SIAFI;Data Registro Doc Empenho;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Orçamentária;;não;não;não;;-;;armazém SIAFI;Unidade Orçamentária - código;Unidade Orçamentária;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Unidade Orçamentária;;não;não;não;;-;;armazém SIAFI;Unidade Orçamentária - nome;Unidade Orçamentária;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Unidade Executora ;;não;não;não;;-;;armazém SIAFI;Unidade Executora - código;Unidade Executora;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Unidade Executora;;não;não;não;;-;;armazém SIAFI;Unidade Executora - nome;Unidade Executora;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Função;;não;não;não;;-;;armazém SIAFI;Função - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Função;;não;não;não;;-;;armazém SIAFI;Função - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Subfunção;;não;não;não;;-;;armazém SIAFI;Subfunção - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Subfunção;;não;não;não;;-;;armazém SIAFI;Subfunção - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Programa;;não;não;não;;-;;armazém SIAFI;Programa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Programa;;não;não;não;;-;;armazém SIAFI;Programa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Ação;;não;não;não;;-;;armazém SIAFI;Projeto Atividade - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Ação;;não;não;não;;-;;armazém SIAFI;Projeto Atividade - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Programa de Trabalho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Categoria Econômica;;não;não;não;;-;;armazém SIAFI;Categoria Econômica Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Categoria Econômica;;não;não;não;;-;;armazém SIAFI;Categoria Econômica Despesa -Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Grupo de Despesa;;não;não;não;;-;;armazém SIAFI;Grupo de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Grupo de Despesa;;não;não;não;;-;;armazém SIAFI;Grupo de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Elemento de Despesa;;não;não;não;;-;;armazém SIAFI;Elemento de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Elemento de Despesa;;não;não;não;;-;;armazém SIAFI;Elemento de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Item de Despesa;;não;não;não;;-;;armazém SIAFI;Item de Despesa - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Item de Despesa;;não;não;não;;-;;armazém SIAFI;Item de Despesa - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Modalidade de Aplicação;;não;não;não;;-;;armazém SIAFI;Modalidade de Aplicação - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Modalidade de Aplicação;;não;não;não;;-;;armazém SIAFI;Modalidade de Aplicação - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Natureza da Despesa Realizada;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Tipo de Empenho;;não;não;não;;-;;armazém SIAFI;Tipo Empenho  - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados do Empenho - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Fonte de Recurso;;não;não;não;;-;;armazém SIAFI;Fonte de Recurso - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Fonte de Recurso;;não;não;não;;-;;armazém SIAFI;Fonte de Recurso - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Código Identificador de procedência e uso;;não;não;não;;-;;armazém SIAFI;Procedência - Código;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Identificador de procedência e uso;;não;não;não;;-;;armazém SIAFI;Procedência - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> GMIFP - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Razão Social Credor ;;não;não;não;;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;CNPJ/CPF;;não;não;não;;-;;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Valor despesa empenhada ;;não;não;não;;-;;armazém SIAFI;valor inicial Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Formulário de Detalhamento;Empenho da Despesa;Descrição Histórico do Empenho;;não;não;não;;Campo não localizado no Armazém;;armazém SIAFI;NÃO LOCALIZADO - Descrição do Empenho;;
Pessoal;diárias;Formulário de Detalhamento;Reforço;Documento Nº;;não;não;não;;-;;armazém SIAFI;Sequencial - Reforço ;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Reforço;Data do registro;;não;não;não;;-;;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Reforço;Valor do Documento;;não;não;não;;-;;armazém SIAFI;Valor Reforço Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Formulário de Detalhamento;Anulação;Documento Nº;;não;não;não;;-;;armazém SIAFI;Sequencial - Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Anulação;Data do registro;;não;não;não;;-;;armazém SIAFI;Data Reforço/Anulação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados Reforço / Anulação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Anulação;Valor do Documento;;não;não;não;;-;;armazém SIAFI;Valor Anulação Empenho;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Código do Documento;;não;não;não;;-;;armazém SIAFI;liquidação - sequencial;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Data Registro;;não;não;não;;-;;armazém SIAFI;Data Registro Doc Liquidação;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Liquidação - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Nº Nota Fiscal;;não;não;não;;Campo não localizado no Armazém;;armazém SIAFI;NÃO LOCALIZADO - Nº Nota Fiscal - Formulário de liquidação;;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;CNPJ/CPF;;não;não;não;;-;;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Descrição do Favorecido;;não;não;não;;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Liquidação;Valor Liquidado;;não;não;não;;-;;armazém SIAFI;valor despesa liquidada;Execução Orçamentária da Despesa >> Despesa Realizada ;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Código do Documento;;não;não;não;;-;;armazém SIAFI;Número Docto Pagamento;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Data Registro;;não;não;não;;-;;armazém SIAFI;Data de Registro;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Situação da Ordem de Pagamento;;não;não;não;;-;;armazém SIAFI;Situação da Ordem de Pagamento - Descrição;Execução Orçamentária da Despesa >> Despesa Realizada >> Dados da Ordem de Pagamento - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;CNPJ/CPF;;não;não;não;;-;;armazém SIAFI;CNPJ_CPF credor númerico;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Descrição do Favorecido;;não;não;não;;-;;armazém SIAFI;Razão Social Credor;Execução Orçamentária da Despesa >> Despesa Realizada >> Credor - Despesa;
Pessoal;diárias;Formulário de Detalhamento;Pagamento;Valor Pago;;não;não;não;;-;;armazém SIAFI;Valor Pago Financeiro;Execução Orçamentária da Despesa >> Despesa Realizada ;
