GRUPO;CONSULTA_PORTAL;TIPO_CONSULTA;FILTRO;CAMPO_PORTAL;MIGALHA;PERMITE_SELECAO;PERMITE_CLIQUE;POSSUI_TOOLTIP;TOOLTIP_DESCRICAO_PORTAL;OBSERVACAO;CAMPO_DERIVADO;ORIGEM_DADOS;CAMPO_ORIGEM_DADOS;DIMENSAO_ORIGEM_DADOS;TOOLTIP_ORIGEM_DADOS
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Título do Convênio;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Plano Trabalho Título;Plano Trabalho;Título do Plano de Trabalho
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Número do Plano de Trabalho SIGCON;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Convênio Código Plano Trabalho;Convênio;Código do Plano de Trabalho
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Número do Convênio SIGCON;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Convênio Código;Convênio;Código do convênio informado pelo usuário
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Objetivo do Convênio;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Plano Trabalho Objeto;Plano Trabalho;Objeto do Plano de Trabalho
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Situação;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Situação;CONVÊNIO;Situação do Convênio
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Proponente;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Proponente;UNIDADE EXECUTORA DO CONVÊNIO >> Proponente;Nome completo do Proponente
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Concedente;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Plano Trabalho Razão Social Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Unidade Orçamentária;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Unidade Orçamentária Código e Unidade Orçamentária Nome;Unidade Orçamentária;Código representativo da Unidade Orçamentária (4 dígitos) e Nome completo da Unidade Orçamentária
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Interveniente;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;Duvida no campo armazém bo;;;;;
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Data Publicação;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;;;armazém SIAFI;Convênio Data de Publicação;Convênio;Data de publicação do Convênio
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Término da Vigência Inicial;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;;;armazém SIAFI;Data Término Vigência;CONVÊNIO;-
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Início da Vigência;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;;;armazém SIAFI;Data Início Vigência;CONVÊNIO;-
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Término da Vigência Atualizada;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;Dúvida do campos do armazém bo;;armazém SIAFI;Data Término Vigência;CONVÊNIO;-
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Programa;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Programa Descrição;CONVÊNIO >> Plano Aplicacao;Descrição do objetivo concreto, bem ou serviço que se quer atingir
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Total Publicado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Inicial Concedente Contratado;CONVÊNIO;Corresponde ao Valor Inicial do Concedente Contratado
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Total Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Total Convênio;CONVÊNIO;Corresponde a soma do Valor Concedente + Valor Proponente
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Concedente Publicado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Inicial Concedente Contratado;CONVÊNIO;Corresponde ao Valor Inicial do Concedente Contratado
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Concedente Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Concedente;CONVÊNIO;Corresponde ao Valor Inicial do Concedente Contratado + Valor Total Aditado Concedente Contratado
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Proponente Publicado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Inicial Proponente Contratado;CONVÊNIO;Corresponde ao Valor Inicial do Proponente Contratado
Convênios;Convênios de Entrada;Formulário de Detalhamento;Órgão Proponente;Valor Proponente Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Órgãos Proponentes / Órgão Proponente;não;não;não;-;-;;armazém SIAFI;Valor Proponente;CONVÊNIO;Corresponde a soma do Valor Inicial Proponente Contratado + Valor Total Aditado Proponente Contratado
Convênios;Convênios de Entrada;Pesquisa Básica;;Concedente;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes;sim;não;não;-;-;;armazém SIAFI;Plano Trabalho Razão Social Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Concedente;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes;não;sim;sim;Órgão ou entidade responsável pela transferência dos recursos financeiros destinados à execução do objeto do convênio. Exemplos: Ministérios da União, Prefeituras, associações, etc.;;;armazém SIAFI;Plano Trabalho Razão Social Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Valor Concedente Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes;não;não;sim;Valor financeiro previsto no convênio para o concedente repassar ao proponente, incluindo termos aditivos;;;armazém SIAFI;Valor Concedente;CONVÊNIO;Corresponde ao Valor Inicial do Concedente Contratado + Valor Total Aditado Concedente Contratado
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Valor Proponente Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes;não;não;sim;Valor previsto no convênio para o proponente dar como contrapartida financeira, incluindo termos aditivos;;;armazém SIAFI;Valor Proponente;CONVÊNIO;Corresponde a soma do Valor Inicial Proponente Contratado + Valor Total Aditado Proponente Contratado
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Valor Total Convênio Entrada Atualizado;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes;não;não;sim;Valor financeiro total do convênio, incluindo termos aditivos. Refere-se à soma dos valores do concedente e contrapartida do proponente.;;;armazém SIAFI;Valor Total Convênio;CONVÊNIO;Corresponde a soma do Valor Concedente + Valor Proponente
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;CNPJ;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente;não;não;sim;Número de identificação - Cadastro nacional de pessoa jurídica (CNPJ);;;armazém SIAFI;Plano Trabalho CNPJ Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Órgão Proponente;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente;não;sim;sim;Órgão ou entidade da administração pública estadual com o qual o concedente (governo federal, prefeitura, associação, etc. ) pactua a execução de programa, projeto, atividade ou evento mediante a celebração de convênio;;;armazém SIAFI;Proponente;UNIDADE EXECUTORA DO CONVÊNIO >> Proponente;Nome completo do Proponente
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Número Convênio SIGCON;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente;não;sim;sim;Número de identificação do convênio no Sistema de Gestão de Convênios Módulo de Entrada (SIGCON-Entrada);;;armazém SIAFI;Convênio Código;Convênio;Código do convênio informado pelo usuário
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Número Convênio SIAFI;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente / Órgão Proponente;não;não;sim;Número de identificação do convênio no Sistema Integrado de Administração Financeira (SIAFI). Permite identificar as receitas, despesas e compras vinculados ao convênio;;;armazém SIAFI;Convênio Número Sequencial SIAFI;Convênio;Número sequencial do SIAFI
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Título Convênio ;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente / Órgão Proponente;não;não;sim;Nome ou descrição que sintetiza o objeto do convênio, acordo ou ajuste que disciplina a transferência de recursos financeiros de uma entidade para um órgão da administração pública estadual, visando à execução de programa de governo, projeto, atividade, serviço, aquisição de bens ou evento de interesse recíproco, em regime de mútua cooperação.;;;armazém SIAFI;Plano Trabalho Título;Plano Trabalho;Título do Plano de Trabalho
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Concedente;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente / Órgão Proponente;não;não;sim;Órgão ou entidade responsável pela transferência dos recursos financeiros destinados à execução do objeto do convênio. Exemplos: Ministérios da União, Prefeituras, associações, etc.;;;armazém SIAFI;Plano Trabalho Razão Social Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Data de Publicação Convênio Entrada;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente / Órgão Proponente;não;não;sim;Data da publicação do extrato do convênio no Diário Oficial da União, Estado ou Municípios;;;armazém SIAFI;c;Convênio;Data de publicação do Convênio
Convênios;Convênios de Entrada;Pesquisa Básica;Concedente;Vigência Atualizada Convênio Entrada;Página Inicial / Convênios / Convênio de entrada de recursos / Concedentes / Órgão Concedente / Órgão Proponente;não;não;sim;Data de término da vigência do convênio, de acordo com o termo de convênio atualizado (incluindo aditivos). Data limite para a execução do plano de trabalho do convênio, incluindo recebimento de recursos.;Dúvida do campos do armazém bo;;armazém SIAFI;Data Término Vigência;CONVÊNIO;-
Convênios;Convênios de Entrada;Pesquisa Básica;;Programa;Página Inicial / Convênios / Convênio de entrada de recursos ;sim;não;não;-;;;armazém SIAFI;Programa Descrição;CONVÊNIO >> Plano Aplicacao;Descrição do objetivo concreto, bem ou serviço que se quer atingir
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Código;Página Inicial / Convênios / Convênio de entrada de recursos ;não;não;não;-;;;armazém SIAFI;Programa Código;CONVÊNIO >> Plano Aplicacao;Código identificador do objetivo concreto, bem ou serviço que ser quer atingir (1 a 999)
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Programa;Página Inicial / Convênios / Convênio de entrada de recursos ;não;sim;sim;Conjunto de ações para atender um problema ou demanda da sociedade;;;armazém SIAFI;Programa Descrição;CONVÊNIO >> Plano Aplicacao;Descrição do objetivo concreto, bem ou serviço que se quer atingir
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Número Convênio SIGCON;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;sim;sim;Número de identificação do convênio no Sistema de Gestão de Convênios Módulo de Entrada (SIGCON-Entrada);;;armazém SIAFI;Convênio Código;Convênio;Código do convênio informado pelo usuário
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Número Convênio SIAFI;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Número de identificação do convênio no Sistema Integrado de Administração Financeira (SIAFI). Permite identificar as receitas, despesas e compras vinculados ao convênio;;;armazém SIAFI;Convênio Número Sequencial SIAFI;Convênio;Número sequencial do SIAFI
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Título Convênio ;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Nome ou descrição que sintetiza o objeto do convênio, acordo ou ajuste que disciplina a transferência de recursos financeiros de uma entidade para um órgão da administração pública estadual, visando à execução de programa de governo, projeto, atividade, serviço, aquisição de bens ou evento de interesse recíproco, em regime de mútua cooperação.;;;armazém SIAFI;Plano Trabalho Título;Plano Trabalho;Título do Plano de Trabalho
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Concedente;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Órgão ou entidade responsável pela transferência dos recursos financeiros destinados à execução do objeto do convênio. Exemplos: Ministérios da União, Prefeituras, associações, etc.;;;armazém SIAFI;Plano Trabalho Razão Social Concedente;Plano Trabalho;-
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Órgão Proponente;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Órgão ou entidade da administração pública estadual com o qual o concedente (governo federal, prefeitura, associação, etc. ) pactua a execução de programa, projeto, atividade ou evento mediante a celebração de convênio;;;armazém SIAFI;Proponente;UNIDADE EXECUTORA DO CONVÊNIO >> Proponente;Nome completo do Proponente
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Data de Publicação Convênio Entrada;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Data da publicação do extrato do convênio no Diário Oficial da União, Estado ou Municípios;;;armazém SIAFI;Convênio Data de Publicação;Convênio;Data de publicação do Convênio
Convênios;Convênios de Entrada;Pesquisa Básica;Programa;Vigência Atualizada Convênio Entrada;Página Inicial / Convênios / Convênio de entrada de recursos / Programa;não;não;sim;Data de término da vigência do convênio, de acordo com o termo de convênio atualizado (incluindo aditivos). Data limite para a execução do plano de trabalho do convênio, incluindo recebimento de recursos.;Dúvida do campos do armazém bo;;armazém SIAFI;Data Término Vigência;CONVÊNIO;-
